com_name,cont_name,cont_tel
广东从化经济开发区管理委员会,李冬梅,15002012028
郁南县历洞镇卫生院,刘国宇,0766-7488779
阳江高新技术产业开发区平冈镇百禄小学,梁崇亨,0662-3823047
梅州市梅江区芹洋学校,郭海鳙,0753-2213989
梅州市梅县区卫生健康局,邱建光,0753-2562026
深圳市当代艺术与城市规划馆,周小姐,0755-82780287
东莞市麻涌镇南洲股份经济联合社,李庆均,13713336063
中国共产党汕头市委员会党校,郑伟哲,0754-83581777
东莞市常平镇木棆股份经济联合社,叶小姐,0769-83335250
东莞市常平镇木棆股份经济联合社,萧先生,0769-83987962
中共清远市清新区委办公室,方晓华,0763-5826612
中国人民政治协商会议广东省东源县委员会办公室,丘志强,0762-8832788
韶关市曲江区供销合作社联合社,沈河良,0751-6666304
吴川市兰石中心小学,林进宁,0759-5196369
汕头市潮阳区铜盂新岐小学,郭剑芬,0754-87598640
佛山市南海区里水镇财务结算中心,戚爱华,0757-85612366
汕头市救助站,蔡斌,0754-88800314
广东辰德置业发展有限公司,欧阳先生,0757-22308176
广东辰德置业发展有限公司,王工,0757-22310075
广东辰德置业发展有限公司,张工,0757-22328521
陆河县螺溪镇南和小学,庄木盛,0660-5548965
湛江市鹤地供水营运有限公司,殷先生,0759-2298613
湛江市鹤地供水营运有限公司,殷先生,18825189212
封开县地方公路站,明小姐,0758-6711219
和平县自然资源局,伍穗翔,0762-5678673
和平县自然资源局,曾先生,0762-5686801
中山市东区办事处花苑社区居民委员会,黄敏锐,0760-88328045
肇庆市高要区水南镇中心小学,梁国强,0758-8235281
封开县建筑工程质量监督站,蒋活坚,0758-6661828
丰顺县科工商务局,李国桥,0753-6688683
东莞市常平镇漱新村第四股份经济合作社,袁小姐,0769-83391921
茂名市茂南区人民政府办公室,江肖明,0668-2808682
东莞市万江街道拔蛟窝股份经济联合社,陈生,0769-22708812
东莞市万江街道拔蛟窝股份经济联合社,陈小聪,13922933773
佛山市南海区里水镇流动人口和出租屋管理服务局,周小姐,0757-85619373
佛山市南海区里水镇流动人口和出租屋管理服务局,侯隽,0757-85689880
广州市白云区太和镇兴丰经济联合社,许工,13798049487
汕头市龙湖区人民检察院,陈延穗,0754-88887064
丰顺县人民检察院,郑旭芳,0753-6686918
丰顺县潘田镇人民政府,刘坚,0753-6470261
江门市棠下初级中学,卢文杰,0750-3598523
东莞市中堂镇蕉利股份经济联合社,钟小姐,0769-88812859
新兴县卫生监督所,区土娇,0766-2880212
中国人民武装警察部队惠州支队,张股长,0752-5752222
中国人民武装警察部队惠州支队,邹先生,13927361358
顺德区勒流街道总工会,麦佩斌,0757-25566620
阳西县长角水库管理处,陈观福,0662-0000000
韶关仲裁委员会办公室,张山乡,0751-8884362
肇庆市鼎湖区交通运输管理总站,关美玲,0758-2626815
佛山市高明区明城镇宣传文体办公室,陈建红,0757-88833682
新兴县新城镇洞口小学,黎锦东,0766-2711939
中山市土地房屋征收管理中心,朱先生,0760-88302152
中山市土地房屋征收管理中心,朱丹,0760-88335023
中国人民政治协商会议肇庆市高要区委员会办公室,周慧英,0758-8392145
韶关市粮食和物资储备保障中心,郭真珍,0751-8855001
韶关市粮食和物资储备保障中心,郭小姐,13826344102
和平县浰东中学,李如初,0762-5361869
阳西县织篢财政所,何飞勇,0662-5553568
韶关市浈江区文化旅游体育局,聂慧臣,0751-8312271
汕头市残疾人文化体育管理中心,朱丹,0754-88255628
汕头市潮南区住房和城乡建设局,郑进忠,0754-87909609
汕头市潮南区住房和城乡建设局,吴先生,0754-87916256
揭阳市自然资源局粤东新城分局,陈先生,0663-8186833
揭阳市自然资源局粤东新城分局,黄松光,0663-8186922
普宁市城西中学,余锦年,0663-3898199
佛山市南海区西樵镇安全生产监督管理局,高盛全,0757-86880770
中共丰顺县委组织部,高彬,0753-6688062
东莞市茶山镇冲美股份经济联合社,欧美容,0769-86418333
潮州市潮安区彩塘镇红旗小学,许伟彬,0768-5896134
中山市市场监督管理局神湾分局,郑超文,0760-87866788
佛山市顺德区顺博建设管理有限公司,黄工,0757-29398834
佛山市顺德区顺博建设管理有限公司,李小姐,0757-29878058
潮阳区西胪店后小学,张晓虹,0754-83319406
汕头市龙湖区珠池街道办事处,翁纯,0754-88788936
汕头市龙湖区珠池街道办事处,陈工,0754-88892709
汕头市龙湖区珠池街道办事处,翁纯,0754-8892719
潮阳区西胪洋文小学,张少玲,0754-83313760
江门市蓬江区棠下镇沙富村民委员会,周先生,18823081919
东莞市中堂镇红锋股份经济联合社,黎生,0769-88811155
东莞市中堂镇潢涌上四三股份经济合作社,林小姐,0769-88882884
汕头市体育发展中心,蔡俊青,0754-88975309
珠海华发珠澳发展有限公司,,0756-8303531
中国共产主义青年团阳江市阳东区委员会,谢明君,0662-6612405
茂名市第九中学,黄贤瑜,0668-2523510
海南天然橡胶产业集团股份有限公司阳江分公司,蔡先生,13876142512
佛山市三水区西南街五顶岗村民委员会,,13928570077
怀集县文化广电旅游体育局,欧先生,0758-5526280
怀集县文化广电旅游体育局,罗星,0758-5531196
龙川县第一中学初中部,卢秋莲,0762-6988808
仁化县机关幼儿园,何雪梅,0751-6343809
潮州市潮安区彩塘镇怀德小学,李锋,0768-5632996
肇庆宣卿中学,陈春影,0758-6628122
珠海市斗门区城市管理和综合执法局,赵结桃,0756-5213382
吴川市殡仪馆,肖衍忠,0759-5586263
阳西县溪头财政所,冯晓莹,0662-5561590
阳江市海陵岛经济开发试验区闸坡畜牧兽医站,陈召祥,0662-3855043
潮州市人大常委会办公室,黄建创,0768-2281786
韶关市曲江区机关事务管理局,黄旭,0751-6666313
佛山市顺德区容桂街道华口社区行政服务中心,梁玉兰,0757-23617890
佛山市顺德区容桂街道华口社区行政服务中心,陈少英,0757-28395511
佛山市顺德区容桂街道华口社区行政服务中心,,13630135123
汕头市潮南区司马浦镇大西小学,钟伟娟,0754-82202445
中共潮州市委网络安全和信息化委员会办公室,卢之潜,0768-2285924
蕉岭县供销合作社联合社,陈国平,0753-7893829
东莞市寮步镇石龙坑新围股份经济合作社之新一队,韩生,13809641615
汕头市潮南区陈店镇港后小学,林春茂,0754-84482794
东莞市水乡中心医院,陈小姐,0769-88231205
东莞市水乡中心医院,陈如碧,0769-88829569
紫金县紫城工业园开发有限公司,刘先生,0762-7826806
紫金县紫城工业园开发有限公司,张超雄,13794742836
汕头市潮南区司马浦镇溪美朱小学,连星洲,0754-87734639
深圳市海岸新城投资有限公司,罗工,0755-02720234
深圳市海岸新城投资有限公司,,0755-25599855
深圳市海岸新城投资有限公司,,0755-82720234
广东中铁西江高科投资有限公司,支先生,0758-8360966
佛山市南海区桂城街道桂一社区公共服务中心,陈芝强,0757-86326177
佛山市南海区桂城街道平西社区公共服务中心,梁志民,0757-86716311
和平县和丰中学,徐友青,0762-5331111
佛山市光明职业技术学校,温先生,0757-83820954
茂名市电白区观珠镇樟木垌小学,汪晓森,0668-5718198
潮阳区谷饶乌窖小学,张创忠,0754-87610667
佛山市南海区桂城街道江滨社区公共服务中心,黎耀华,0757-81289879
汕头市澄海区人民代表大会常务委员会办公室,陈少玲,0754-85879400
汕头市澄海区人民代表大会常务委员会办公室,,0754-88890068
潮州市潮安区凤凰镇康美小学,尤春光,0768-6778586
汕头市潮南区司马浦大布初级中学,庄月华,0754-87730411
连平县元善镇中心小学,吴伟峰,0762-4339171
肇庆高新技术产业开发区街道社区管理中心将军岗居民委员会,黎燕,0758-3645333
吴川市樟铺中心小学,易轩荣,0759-5778057
汕头市潮南区陈店镇美南小学,陈杰生,0754-84489127
和平县人民代表大会常务委员会办公室,何伟雄,0762-5689169
徐闻县发展和改革局,吴小雄,0759-4801279
汕头市澄海坝头中学,林俊斌,0754-85500294
汕头市澄海坝头中学,,13425322044
丰顺县大龙华学校,胡海燕,0753-6396132
佛山市南海区桂城街道夏西社区公共服务中心,林永泽,0757-81286630
龙川县老隆镇第三小学,刘绍文,0762-6855675
陆河县河田镇圳口小学,郭剑锋,0660-5668072
东莞市常平镇袁山贝村新围股份经济合作社,梁先生,0769-83932812
中国共产党阳江市海陵岛经济开发试验区委员会组织部,,0662-3883997
中国共产党阳江市海陵岛经济开发试验区委员会组织部,陈奕旺,0662-3890663
佛山市南海区大沥镇公共资源交易所,刘伟基,0757-85583019
佛山市南海区里水镇公共资源交易所,潘玉容,0757-85682530
中山市东区办事处专职消防队,林智颖,0760-23188218
中共和平县委机构编制委员会办公室,卢建光,0762-5606026
广东外运黄埔有限公司,钟玉玲,18320052651
深招富桥（深圳）产业运营有限公司,张成明,13424212422
深招富桥（深圳）产业运营有限公司,惠金,13510593654
连山壮族瑶族自治县史志办公室,唐振严,0763-8716877
连南瑶族自治县大坪中心学校,唐侨文,0763-8456076
韶关市和畅楼管理办公室,胡有红,0751-8616990
浈江区东联小学,张平彦,0751-8929280
潮州市潮安区彩塘镇坽头小学,陈育武,0768-6680240
潮阳区铜盂市上小学,沈毓明,0754-87597557
汕头市濠江区老干部（老年）大学,郑永智,0754-87370192
鹤山市龙口镇协华村龙护第一经济合作社,黄先生,0750-8730338
龙门县科技工业和信息化局,刘芷茵,0752-7780045
廉江市博物馆,赖坤敏,0759-6616881
东莞市塘厦镇清湖头第八股份经济合作社,杨海宁,13829168728
广州开发区生态环境局广州市生态环境局黄埔区分局,杨先生,020-32294135
佛山市南海区桂城街道映月第五小学,范文,0757-8671583
深圳融祺投资发展有限公司,张月嫦,13433588126
中国共产党佛山市顺德区委员会统一战线工作部,,0757-22831106
中国共产党佛山市顺德区委员会统一战线工作部,黄婵,0757-22832339
中国共产党佛山市顺德区委员会统一战线工作部,黄耀基,0757-22832361
中山市石岐区党政办公室,雷显婧,0760-23328100
揭西县坪上镇坪上小学,,18128332139
潮州市潮安区彩塘镇树人小学,陈焕松,0768-5620357
茂名市茂南区鳌头镇梅岭小学,梁彩明,0668-2788007
郁南县公安局交通警察大队,李巧玲,0766-7598989
广州市梅州水库管理中心,杨振兴,0752-7611527
阳江市社会保险基金管理局阳东分局,黄妤妞,0662-6620953
广东省湛江农垦第一机械厂,郭先生,13826025861
中国共产党中山市神湾镇纪律检查委员会,李建国,0760-86604850
吴川市吴阳镇新（土勇）初级中学,麦田康,0759-5833425
佛山市南海区狮山镇沙头社区居民委员会,,13924805803
江门市蓬江区棠下镇河山村民委员会,,0750-3582491
汕头市潮阳区铜盂新桥小学,林代悦,0754-87596455
深圳市龙华区政务服务数据管理局,张鑫,0755-23335020
深圳市龙华区政务服务数据管理局,余廉,13600403090
深圳市龙华区政务服务数据管理局,那金丹,18682156392
丰顺县卫生健康局,,0753-6620768
丰顺县卫生健康局,陈福凑,0753-6656806
丰顺县卫生健康局,刘彩云,0753-6688228
汕头市澄海前埔华侨小学,许业修,0754-86281600
茂南区水务局,张楚,0668-3910607
汕头市澄海上西小学,赵映彬,0754-5781164
云浮市公安局云安森林分局,李永念,0766-8638633
新兴县市场监督管理局,欧玉慧,0766-2891229
汕头市澄海区残疾人联合会,周迎设,0754-85854025
连南瑶族自治县地方公路站,,13927606899
徐闻县城市管理和综合执法局,许堪腾,0759-4879688
徐闻县城市管理和综合执法局,陈先生,13336507717
徐闻县城市管理和综合执法局,梁工,18933807102
信宜市朱砂镇三南小学,温光洪,0668-8768570
中共汕头市濠江区委宣传部,乐先生,0754-87380232
广东省揭阳市揭东区锡场镇潭王村民委员会,,13318189697
阳江高新技术产业开发区科学技术局,潘欧醒,0662-3821211
肇庆市端州区商务局,简志华,0758-2733023
徐闻县广业环保有限公司,翁先生,0759-3300605
丰顺县医疗保障局,陈静,0753-6888310
中国共产党德庆县纪律检查委员会,袁佰福,0758-7781853
龙门县龙城街道青溪村村民委员会,,13531731144
湛江市委机关幼儿园,林丽鸿,13553511893
和平县阳明镇城南小学,陈俊郎,0762-5630203
新兴县太平镇王香地小学,罗国雄,0766-2300033
汕头市潮南区胪岗镇泗和小学,周伟洲,0754-87770548
罗定市罗城街道办事处,张华,0766-3723949
郁南县平台镇初级中学,黄观金,0766-7418407
肇庆市鼎湖区退役军人事务局,陈永新,0758-2669623
肇庆市鼎湖区退役军人事务局,,0758-2847216
南澳县后宅镇中心小学,柳友明,0754-86810975
化州市第九小学,李呈华,0668-7373315
汕头市澄海鹤浦小学,陈汝孝,0754-85750817
潮州市潮安区金石镇翁厝小学,辜林鹏,0768-6556201
中国民主建国会汕头市委员会,肖向明,0754-88628204
汕头市澄海崇德小学,李澄标,0754-85130084
中共和平县纪律检查委员会,叶先生,0762-5632285
茂名市电白区发展和改革局,崔伟梅,0668-5115107
佛山市公安局南海分局交通警察大队黄岐中队,曾立权,0757-85788177
潮州市潮安区农业工作总站,杨锦浩,0768-5811556
汕头市澄海大埔堀小学,蔡志民,0754-85501313
汕头市潮南区胪岗镇泗黄学校,张加麟,0754-82802756
佛冈县公路事务中心,曾先生,0763-4272108
佛冈县公路事务中心,梁敏静,0763-4281117
佛冈县公路事务中心,,13824908880
佛冈县公路事务中心,,15813280022
汕头市潮阳区屿北初级中学,蔡伟洲,0754-87598200
惠州市惠阳区新圩镇红卫村民委员会,,19107520998
揭西县坪上镇连城村民委员会,黄先生,13695148008
信宜市平塘镇茅垌小学,叶昌武,0668-8136147
信宜市平塘镇茅垌小学,,13432313956
茂名市电白区七迳卫生院,唐炳幼,0668-2635838
廉江市招商局,范铭章,0759-6801888
汕头市潮南区国土资源测绘大队,黄晓群,0754-87915463
武警广东总队执勤第二支队,,0756-8662311
东莞市德福朗克工具有限公司,张先生,13829255068
佛山高新技术产业开发区南海园管理局,罗敏,0757-86316691
中共深圳市罗湖区委机构编制委员会办公室,陈巧慧,13751139577
惠州仲恺高新技术产业开发区农业技术服务中心,邱先生,0752-3278556
惠州仲恺高新技术产业开发区农业技术服务中心,刘海成,0752-3278569
广州市番禺区石碁镇农业技术服务中心（广州市番禺区石碁镇水务所）,王柏桃,020-34551870
兴宁市消防大队,,0753-6105115
揭西县金和镇金园村民委员会,林先生,13434935318
信宜市白石镇垌新小学,何倍毅,0668-8225697
潮阳区金浦南门小学,郑楚添,0754-86646195
潮州市湘桥区城西社区卫生服务中心,连声取,0768-2362360
清远市清新区太平镇马岳小学,徐志飞,0763-5770849
清远市清新区龙颈镇富勤第一小学,,0760-88629884
清远市清新区龙颈镇富勤第一小学,黄瑞勤,0763-5560010
中国邮政集团公司广东省深圳市分公司,石岩,0755-83198102
中国邮政集团公司广东省深圳市分公司,钟先生,0755-83882910
佛山市公安局南海分局交通警察大队金沙中队,李苍盛,0757-86611751
广州市番禺区档案局(广州市番禺区国家档案馆),王洁怡,020-84636360
汕头市澄海汇璟中学,纪文豪,0754-85720202-804
东莞市财政局东城分局,钟嘉蕊,13790567322
新丰县公安局森林分局,李阳贵,0751-2252242
阳江市阳东区政务服务数据管理局,梁汉,0662-6612768
阳江市阳东区政务服务数据管理局,谢佩娥,0662-6639816
徐闻县科工贸和信息化局,刘勋旺,0759-4890345
阳江市海陵岛经济开发试验区土地储备中心,冯正柏,0662-3897033
郁南县建城镇初级中学,李洪彬,0766-7878443
梅州市梅县区文化广电旅游局,叶春婷,0753-2589856
阳江市总工会,王权华,0662-3333617
佛山市南海区桂城街道社会工作委员会,何敏,0757-86702316
佛山市三水区公路事务中心,董国波,0757-87732496
佛山市三水区公路事务中心,,13560416383
云浮市云安区人民代表大会常务委员会办公室,张发锦,0766-8615361
汕头市澄海区文学艺术界联合会,陈伟钿,0754-85727667
新丰县人民政府办公室,赖祯昕,0751-2254919
佛山市南海区桂城街道公共资源交易所,谭锦耀,0757-86796683
广州市城祥房地产开发有限公司,,020-83061931
南雄市司法局,谢伟红,0751-3936301
连州市星子镇中心小学,邓建强,0763-6354028
汕头市数字化城市管理监督指挥中心,李向东,0754-87292236
汕头市蓝田中学,江练,0754-88847732
广州汉泰环境技术有限公司,赵先生,13679266749
国家税务总局广东省税务局第三税务局,,020-38358275
海丰县应急管理局,蔡易成,0660-6600533
广东汕尾红海湾经济开发区卫生和计划生育局,杨繁荣,0660-3438063
广州市番禺区城市管理和综合执法局市桥街执法队,林冬梅,020-84702209
佛冈县高岗镇三江小学,何先生,0763-4511022
佛冈县高岗镇三江小学,张如井,0763-4518022
深圳市南山区第二外国语学校（集团）海德学校,刘主任,0755-86220553
东莞市人民代表大会常务委员会办公室,林顺景,0769-22836101
东莞市人民代表大会常务委员会办公室,林顺景,13560808886
乐昌市人民政府梅田办事处,沈建军,0751-5524891
深圳壹人壹本信息科技有限公司,邵泽健,13802881730
佛山市南海区佛山西站城市管理局,,0757-82328211
佛山市南海区佛山西站城市管理局,张一昕,0757-86689253
潮州市潮安区金石镇下陇小学,陈晓频,0768-6562240
佛山市南海区九江镇政务管理办公室,陈佳安,0757-86517512
广东西江烂柯山省级自然保护区管理处,欧世坤,0758-6137898
陆河县新田镇新村小学,丘时柱,0660-5579467
茂名市电白区沙琅镇吉华小学,陈宗茂,0668-5788217
广州市黄埔区九佛中学,陈老师,020-87488178
龙川县老隆镇第二中心小学,陈向东,0762-6801983
潮阳区金浦梅东小学,郑丽婷,0754-86646124
东莞市石碣镇招投标服务所,何满洪,13712280066
东莞市医疗保障局凤岗分局,曾丽娟,13602372679
东莞市茶山镇茶山圩社区居民委员会,钟凯宜,13925782337
广宁县江屯镇中心小学,欧宗坚,0758-8700291
东莞市望牛墩镇文卫办公室,黎锡祥,13620022121
海丰县大湖镇山脚村民委员会,施先生,0660-6748118
肇庆市鼎湖区科学技术局,杨坚,0758-2622377
潮州市潮安区凤塘镇智勇中学,邱群,0768-5320246
潮州市潮安区凤塘镇智勇中学,,0768-6836439
潮州市潮安区凤塘镇林兜小学,苏章武,0768-5322897
潮州市潮安区凤塘镇洪巷小学,林协明,0768-5330133
怀集县宝鑫现代农业科技有限公司,黎工,020-83781812
民革汕头市委员会,林澄辉,0754-88628184
中山市南朗镇妇女联合会,李家炫,0760-85522685
和平县人民武装部,叶志雄,0762-5632808
肇庆市鼎湖区司法局,黄奉媚,0758-2621252
佛山市南海区人力资源和社会保障局狮山分局,常少斌,0757-81203366
肇庆高新技术产业开发区街道社区管理中心正隆居民委员会,唐荣昌,0758-3621312
饶平县汫洲镇人民政府,林潘宏,0768-8783265
潮州市潮安区机构编制委员会办公室,郭春德,0768-5815958
揭西县金和镇和南村民委员会,刘先生,13430002938
揭西县金和镇和西村民委员会,吴先生,13640355234
揭西县金和镇金光村民委员会,林先生,13542223626
揭西县金和镇金新村民委员会,林先生,13828138638
东莞材料基因高等理工研究院,黄敏华,13712719831
中山市小榄镇永康小学,卓远生,0760-22135568
揭阳市城市管理和综合执法局,陈传武,0663-8390008
茂名市电白区文学艺术界联合会,廖雍,0668-5115076
佛山市南海区狮山镇大圃社会管理处综合办公室,肖淮,0757-81822502
兴宁市霞岚中学,罗宾,0753-3479236
潮州市潮安区古巷镇孚中小学,陈茂广,0768-6960580
汕头市澄海明诚华侨小学,吴俊强,0754-85782542-123
中共云浮市委党史研究室,赖少雄,0766-8988115
乐昌市档案馆,陈懿茜,0751-5551109
韶关市曲江区退役军人事务局,管乃权,0751-6663213
茂名市规划编制研究信息中心,彭志健,0668-3330588
吴川市兰石镇四维小学,陈楚云,0759-5193568
丰顺县归国华侨联合会,张镇有,0753-6688968
丰顺县审计局,黄金星,0753-6688291
中共丰顺县委统一战线工作部,冯文晓,0753-6688079
佛山市南海区九江镇卫生监督分所,施木群,0757-86589073
吴川市塘缀镇低岭小学,李周娣,0759-5310008
清远市清城区洲心街道三角社区居民委员会,,13926644286
乳源瑶族自治县东坪镇龙南中心小学,许春养,0751-0000000-000
茂名市电白区坡心镇七星小学,何相,0668-2768630
东莞松山湖高新技术产业开发区科技成果转化中心,李自罕,0769-22892661
汕头市澄海前美小学,许可,0754-85781040
阳江市社会保险基金管理局阳西分局,卢崇德,0662-5551531
汕头市潮南区陇田镇茆港同源学校,洪礼鑫,0754-82210108
潮州市湘桥区锡华初级中学,蔡立为,0768-2232091
中山市阜沙镇投资服务中心,梁兆华,0760-23408366
信宜市农机服务中心,苏方文,0668-8895661
郁南县千官中学,李志强,0766-7768348
潮州市潮安区凤塘镇凤岗小学,林惠周,0768-6851754
惠东县吉隆石湖头小学,,13539200286
广州市白云区均禾街劳动和社会保障服务中心,黄智斌,020-86076528
信宜市朱砂镇莲塘小学,余小龙,0668-8718463
深圳市核电物业有限公司,徐折晓,0755-83992347
阳江市江城区城市管理和综合执法局,王成林,0662-3163300
汕头市澄海岭亭小学,吴燕翔,0754-85867276
汕头市澄海前沟华侨小学,吴平章,0754-85782647
广州市南沙区大岗镇来穗人员和出租屋服务管理中心,冯先生,020-34980100
吴川市王村港镇河村小学,谢景生,0759-5268233
罗定市两塘镇人民政府,尹荣朝,0766-3601048
乳源瑶族自治县发展和改革局,黄海燕,0751-5383322
佛山市高明区明城镇组织工作办公室,严深善,0757-88831913
汕头市潮阳区关埠镇中心卫生院,黄礼群,0754-83372403
潮州市潮安区古巷中学,陈礼书,0768-6838526
潮州市潮安区古巷中学,,13539375226
韶关市曲江区残疾人联合会,梁燕,0751-6688773
肇庆市鼎湖区桂城街道办事处,陈结英,0758-2691025
广州市黄埔区人民政府龙湖街办事处,陈杏珠,020-87438080
茂南区新华街道社区卫生服务中心,,0668-2337388
揭阳揭东区住房和城乡建设局,,0663-3257738
樟木头镇科学技术协会,戴燕玲,13712580055
深圳市重大产业投资集团有限公司,程工,13686892612
东莞市文化广电旅游体育局企石执法分局,张德明,13827229011
潮州市公安消防支队枫溪区大队,刘同志,0768-2993199
佛山市高明区安全生产监督管理局明城分局,刘伟锋,0757-88831820
阳山县广播电视台,欧阳小姐,0763-7802266
吴川市吴阳镇桥头小学,郭文山,0759-5802328
汕头市潮南区峡山上东浦初级中学,杨楚龙,0754-87911218
汕头市潮南区峡山街道上东浦小学,庄丽琼,0754-87906052
云浮市中医药局,曾锦辉,0766-8608810
蕉岭县农业农村局,,020-37288725
蕉岭县农业农村局,罗锦华,0753-7866713
广东省惠州市惠城区马安镇木棉村民委员会,,15016000055
深圳市南山区拘留所,,13802222516
佛山市南海区丹灶镇人民政府,黄奕创,0757-85430773
高州市卫生健康局,,020-87553855
高州市卫生健康局,,0668-2160068
高州市卫生健康局,范小玲,0668-6660906
惠东县平山街道星合村民委员会,黄小姐,13751562037
丰顺县发展和改革局,刘佳,0753-6688331
惠东县平山街道光明村民委员会,李先生,18316339663
江门市新会区三江镇卫生院,梁洲祥,0750-6200823
中国共产党汕头市潮南区纪律检查委员会,周云腾,0754-87761101
南雄市江头中学,刘海强,0751-3806043
佛山市南海区狮山镇石泉村公共服务中心,,13425647875
佛山市南海区狮山镇石泉村公共服务中心,,18316954740
广州番禺番安实业公司,樊工,020-84800801
广州番禺番安实业公司,何先生,020-84890180
中国邮政速递物流股份有限公司江门市分公司,林丽明,0750-3500171
中国人民政治协商会议佛山市高明区委员会办公室,关广聪,0757-88881059
中共梅州市梅江区委机构编制委员会办公室,谢琴,0753-2196965
中共梅州市梅江区委机构编制委员会办公室,,0753-2247540
政协云浮市云安区委员会办公室,叶广学,0766-8613582
汕头市潮南区陇田镇田二小学,陈宏隆,0754-83512765
广州市增城区公共建设项目管理服务中心,冯工,020-62701971
广州市增城区公共建设项目管理服务中心,黎工,020-62701972
广州市增城区公共建设项目管理服务中心,冯工,020-62701974
揭阳市榕城区农业农村局,许先生,0663-8620024
揭阳市榕城区农业农村局,蔡绍弼,0663-8623191
普宁市占陇镇杉铺村民委员会,陈先生,13430036933
佛山市南海区小塘治安联防大队,黄铭广,0757-86680783
揭阳空港经济区登岗镇广播电视站,,13802328178
珠海市唐家湾镇会同社区居民委员会,古伟聪,0756-6993966
佛山市南海区桂城街道夏南二社区公共服务中心,黄妙雅,0757-86766644
中国共产党兴宁市纪律检查委员会,曾世欣,0753-3382323
佛山市南海区丹灶镇总工会,陈兆驹,0757-86611612
佛山市南海区狮山镇安全生产监督管理局小塘工作办公室,麦端洪,0757-86662386
新丰县马头镇财政所,赵佰怡,0751-2362373
四会市公安局交通警察大队,李善成,0757-3328771
大埔县桃源镇人民政府,郭旭景,0753-5899233
新兴县大江财政所,彭炎灿,0766-2411088
中共汕头市潮南区委政法委员会,马庆松,0754-87790243
潮州市潮安区古巷镇古一小学,陈锡荣,0768-6832331
高州市新垌第一中学,邓钧明,0668-6821333
中国共产党阳江市阳东区委员会组织部,蔡德兵,0662-6328968
连平县大湖中学,曾汉中,0762-4661207
佛山市南海区桂城街道灯湖第三小学,刘广伟,0757-81637089
潮州市潮安区凤塘镇淇园小学,邱冬青,0768-5320594
茂名市茂南区山阁镇烧酒小学,黄亚明,0668-2729423
汕头市社会科学联合会,陈安裕,0754-88560874
雷州市实验小学,吴车金,0759-8884088
雷州市实验小学,朱先生,18125916068
新兴县医疗保障局,罗卓慧,0766-2977233
湛江市赤坎区中华街道办事处,罗梦接,0759-8208108
湛江市赤坎区中华街道办事处,罗梦接,0759-8218108
潮州市湘桥区官塘初级中学,陈创明,0768-6721210
化州市官桥镇三角车村民委员会,,15915272103
佛山市南海区监察委员会,吴能荣,0757-85408809
佛山市南海区监察委员会,彭兆新,0757-86793777
佛山市南海区监察委员会,吴秋霞,0757-86827711
郁南县河口镇中心小学,张汉清,0766-7618213
中山市殡葬管理中心,何金有,0760-85599942
佛山市三水区云东海街道邓岗村黎北股份经济合作社,杨小姐,13925905961
佛山市南海区罗村治安联防大队,,020-82828522
佛山市南海区罗村治安联防大队,朱锡雄,0757-86444972
韶关市法律援助处,廖燕,0751-8550339
深圳市宝安区新安街道新安湖小学,陈顺,13751196090
深圳市科创云城实业有限公司,牛腾飞,0755-82788931
郁南县人民政府办公室,卢春花,0766-7593441
阳春市人民代表大会常务委员会办公室,余秀坤,0662-7718028
仁化县疾病预防控制中心,赖伟光,0751-6329698
佛山市顺德区容桂街幸福社区资产管理办公室,,18588037882
佛冈县发展和改革局,,13922550770
珠海尚川建设有限公司,沈晗,0756-5526269
珠海尚川建设有限公司,,0756-5526360
珠海市斗门区莲洲镇大沙社区居民委员会,陈工,13392979775
阳江市电影公司,,0662-3307839
佛山市南海区桂城街道房产管理所,梁桂连,0757-86771372
化州市官桥镇大岭脚村民委员会,,13686720239
佛山市南海区大沥镇华夏社区公共服务中心,朱婉沂,0757-85782992
广宁县文化广电旅游体育局,李真桂,0758-8633227
广宁县文化广电旅游体育局,,0758-8638388
广州市南沙区榄核镇中心幼儿园,,020-87385151
中山市市场监督管理局东区分局,潘艳芳,0760-87866115
深圳市皇庭房地产开发有限公司,徐小垒,18682316966
怀集县中小河流堤防管理中心,梁先生,0758-5522245
佛山市高明区明城镇国土城建和水务局,李海斌,0757-88833477
乐昌市九峰镇中心小学,谢国平,0751-5721116
中共丰顺县纪律检查委员会办公室,王湘阳,0753-6688111
韶关市文化馆,钟玮,0751-8772008
云浮市投资促进局,张志德,0766-8936123
和平县彭寨中学,陈佐才,0762-5460113
陆河县河田镇河东小学,彭永福,0660-5665461
肇庆市鼎湖区沙浦镇苏三村民委员会,谭先生,13435809167
中山市东区卫生和计划生育局,陈丽芳,0760-88335910
陆河县开放大学,游晓阳,0660-5520945
深圳市罗湖区城管和综合执法局,,0755-25666541
中共汕头市澄海区直属机关工作委员会,卢若平,0754-85879043
中国共产党肇庆市高要区纪律检查委员会,黄伟坚,0758-8357263
中国共产党肇庆市高要区纪律检查委员会,,0758-8392826
深圳市光明区凤凰街道安全生产监督管理办公室,李先生,0755-23195876
梅州市梅县区市场监督管理局,,0753-2189040
梅州市梅县区市场监督管理局,徐芳芳,0753-2589360
汕头市龙湖区龙泰小学,杨艺,0754-82771990
汕头市龙湖区龙泰小学,杨艺,0754-88826169
汕头市澄海区市场监督管理局,陈璧辉,0754-85877475
龙川县铁场镇卫生院,,0762-6381306
广州市白云区重点交通项目管理中心,龚工,020-86178448
